0,1,2,3,4,5,6,7
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732205}","{'n': 'uplink', 'u': 'count', 'v': 10215}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '81e7155008070001000372000060091b00010000e9a4e1631b'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732200}","{'n': 'uplink', 'u': 'count', 'v': 10214}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 7}","{'n': 'payload_raw', 'vs': '81e658500807000100037200005441e2ff0000060005000400fcff6e020200000001000000060005000400feff0001020000000200000007000500040011006302fdff00000200033b0d0000dda4e16360091b00010000dea4e163d7'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732205}","{'n': 'uplink', 'u': 'count', 'v': 10215}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '81e7155008070001000372000060091b00010000e9a4e1631b'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732200}","{'n': 'uplink', 'u': 'count', 'v': 10214}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 7}","{'n': 'payload_raw', 'vs': '81e658500807000100037200005441e2ff0000060005000400fcff6e020200000001000000060005000400feff0001020000000200000007000500040011006302fdff00000200033b0d0000dda4e16360091b00010000dea4e163d7'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732205}","{'n': 'uplink', 'u': 'count', 'v': 10215}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '81e7155008070001000372000060091b00010000e9a4e1631b'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732296}","{'n': 'uplink', 'u': 'count', 'v': 10224}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '81f0155008070001000372000060091b0001000044a5e16371'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732306}","{'n': 'uplink', 'u': 'count', 'v': 10225}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '81f1155008070001000372000060091b000100004ea5e163ed'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732332}","{'n': 'uplink', 'u': 'count', 'v': 10227}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 8.5}","{'n': 'payload_raw', 'vs': '81f3155008070001000372000060091b0001000063a5e163dd'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732410}","{'n': 'uplink', 'u': 'count', 'v': 10235}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '81fb58500807000100037200005441e2ff0000050005000400feff4e020300000001000000040005000400feff100106000000010000000700050004000e008102fdff0000020003420d0000afa5e16360091b00010000b1a5e163e8'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732410}","{'n': 'uplink', 'u': 'count', 'v': 10235}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '81fb58500807000100037200005441e2ff0000050005000400feff4e020300000001000000040005000400feff100106000000010000000700050004000e008102fdff0000020003420d0000afa5e16360091b00010000b1a5e163e8'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732469}","{'n': 'uplink', 'u': 'count', 'v': 10241}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '810158500807000100037200005441e2ff0000050005000400080091020300000001000000060005000400f0ff2f00030000000200000006000500040004009e02ffff0000010003440d0000eba5e16360091b00010000eca5e1636a'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732535}","{'n': 'uplink', 'u': 'count', 'v': 10248}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '8108155008070001000372000060091b0001000033a6e1639c'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732571}","{'n': 'uplink', 'u': 'count', 'v': 10251}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '810b155008070001000372000060091b0001000052a6e163df'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732605}","{'n': 'uplink', 'u': 'count', 'v': 10255}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 11.2}","{'n': 'payload_raw', 'vs': '810f155008070001000372000060091b0001000079a6e1639b'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732615}","{'n': 'uplink', 'u': 'count', 'v': 10256}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -71}","{'n': 'snr', 'u': 'dB', 'v': 7.8}","{'n': 'payload_raw', 'vs': '811058500807000100037200005441e2ff00000600050004000b008f020200000002000000060005000400f8ff8b000a0000000100000004000500040006006a02ffff0000000003490d000081a6e16360091b0001000082a6e1633e'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732650}","{'n': 'uplink', 'u': 'count', 'v': 10259}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '811358500807000100037200005441e2ff000006000500040005007a020000000001000000060005000400f7ff0000010000000100000005000500040009009a02f8ff00000100034a0d00009fa6e16360091b00010000a1a6e16341'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732675}","{'n': 'uplink', 'u': 'count', 'v': 10262}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '811658500807000100037200005441e2ff000007000500040008007e02fcff000002000000040005000400fcffd0000300000001000000050005000400fbff4a02f6ff00000100034b0d0000bda6e16360091b00010000bfa6e163a2'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732768}","{'n': 'uplink', 'u': 'count', 'v': 10271}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '811f155008070001000372000060091b0001000017a7e16361'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732798}","{'n': 'uplink', 'u': 'count', 'v': 10274}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '8122155008070001000372000060091b0001000035a7e16383'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732852}","{'n': 'uplink', 'u': 'count', 'v': 10280}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '812815500807000100c571000060091b0001000070a7e1634b'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732886}","{'n': 'uplink', 'u': 'count', 'v': 10283}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 7.8}","{'n': 'payload_raw', 'vs': '812b15500807000100c571000060091b000100008da7e163b6'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732916}","{'n': 'uplink', 'u': 'count', 'v': 10286}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '812e15500807000100c571000060091b00010000aba7e1630c'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732954}","{'n': 'uplink', 'u': 'count', 'v': 10290}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.2}","{'n': 'payload_raw', 'vs': '813258500807000100c57100005441e2ff0000040005000400fcff49020400000001000000050005000400fcff87000900000001000000070005000400fcff8f02f9ff0000020003540d0000cba7e16360091b00010000d1a7e1632f'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732969}","{'n': 'uplink', 'u': 'count', 'v': 10292}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.5}","{'n': 'payload_raw', 'vs': '813415500807000100c571000060091b00010000e5a7e16353'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733003}","{'n': 'uplink', 'u': 'count', 'v': 10295}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '813715500807000100c571000060091b0001000002a8e16312'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733023}","{'n': 'uplink', 'u': 'count', 'v': 10297}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '813915500807000100c571000060091b0001000016a8e1632d'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733127}","{'n': 'uplink', 'u': 'count', 'v': 10308}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '814458500807000100c57100005441e2ff000007000500040004000d030100000002000000050005000400070017000b000000010000000600050004000400a802f9ff00000200035a0d00007fa8e16360091b0001000083a8e16343'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733161}","{'n': 'uplink', 'u': 'count', 'v': 10311}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '814758500807000100c57100005441e2ff0000050005000400fdff900206000000010000000400050004000800a70002000000010000000700050004000c008402fcff00000100035b0d00009da8e16360091b00010000a0a8e16366'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733241}","{'n': 'uplink', 'u': 'count', 'v': 10319}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '814f15500807000100c571000060091b00010000f0a8e1633d'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733295}","{'n': 'uplink', 'u': 'count', 'v': 10325}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '815515500807000100c571000060091b000100002ba9e16311'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733319}","{'n': 'uplink', 'u': 'count', 'v': 10327}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '815715500807000100c571000060091b000100003ea9e16338'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733335}","{'n': 'uplink', 'u': 'count', 'v': 10329}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 7.8}","{'n': 'payload_raw', 'vs': '815958500807000100c57100005441e2ff000006000500040015009d02fdff000001000000060005000400ffff45000a0000000100000007000500040007003c02faff0000020003610d000051a9e16360091b0001000052a9e16316'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733407}","{'n': 'uplink', 'u': 'count', 'v': 10336}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '816058500807000100c57100005441e2ff000005000500040001003e02040000000100000005000500040007005f000e0000000100000006000500040008007a02f8ff0000020003630d00008da9e16360091b0001000096a9e163b1'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733427}","{'n': 'uplink', 'u': 'count', 'v': 10338}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 12}","{'n': 'payload_raw', 'vs': '816215500807000100c571000060091b00010000aaa9e16336'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733471}","{'n': 'uplink', 'u': 'count', 'v': 10343}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '816715500807000100c571000060091b00010000dba9e16312'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733491}","{'n': 'uplink', 'u': 'count', 'v': 10345}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '816958500807000100c57100005441e2ff000005000500040000009f020a0000000100000004000500040004004500070000000100000006000500040002009e02feff0000010003660d0000e7a9e16360091b00010000efa9e1635c'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733570}","{'n': 'uplink', 'u': 'count', 'v': 10353}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '817115500807000100c571000060091b000100003eaae16385'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733634}","{'n': 'uplink', 'u': 'count', 'v': 10359}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 7}","{'n': 'payload_raw', 'vs': '817715500807000100c571000060091b0001000079aae1637c'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733669}","{'n': 'uplink', 'u': 'count', 'v': 10363}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '817b58500807000100c57100005441e2ff00000500050004000d00ef0204000000010000000600050004000100ce00030000000100000006000500040000009502faff00000100036c0d00009baae16360091b00010000a1aae1638a'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733684}","{'n': 'uplink', 'u': 'count', 'v': 10364}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '817c15500807000100c571000060091b00010000abaae1639d'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733773}","{'n': 'uplink', 'u': 'count', 'v': 10373}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '818515500807000100c571000060091b0001000004abe163db'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733846}","{'n': 'uplink', 'u': 'count', 'v': 10381}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '818d58500807000100c57100005441e2ff0000050005000400ffff9c02fdff000001000000050005000400ffff8b00080000000100000007000500040006005002f2ff0000020003720d00004fabe16360091b0001000051abe1634d'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733860}","{'n': 'uplink', 'u': 'count', 'v': 10382}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '818e15500807000100c571000060091b000100005babe163f5'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733880}","{'n': 'uplink', 'u': 'count', 'v': 10384}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '819058500807000100c57100005441e2ff0000070005000400f0ff3f020100000002000000070005000400f8ff1700090000000200000008000500040010008302fbff0000030003730d00006dabe16360091b000100006eabe16324'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675733925}","{'n': 'uplink', 'u': 'count', 'v': 10389}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 11.2}","{'n': 'payload_raw', 'vs': '819515500807000100c571000060091b00010000a1abe1636a'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675734027}","{'n': 'uplink', 'u': 'count', 'v': 10399}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 6.5}","{'n': 'payload_raw', 'vs': '819f15500807000100c571000060091b0001000002ace163b9'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675734032}","{'n': 'uplink', 'u': 'count', 'v': 10400}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '81a058500807000100c57100005441e2ff00000400050004000a00d502070000000000000005000500040008000000080000000100000006000500040004000503feff0000010003780d000003ace16360091b000100000cace163ec'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675734056}","{'n': 'uplink', 'u': 'count', 'v': 10402}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '81a215500807000100c571000060091b000100001face16320'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675734066}","{'n': 'uplink', 'u': 'count', 'v': 10403}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '81a358500807000100c57100005441e2ff00000500050004000300c60208000000010000000500050004000000be000800000001000000050005000400ffff4102f8ff0000010003790d000021ace16360091b0001000029ace16323'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675734140}","{'n': 'uplink', 'u': 'count', 'v': 10411}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '81ab15500807000100c571000060091b0001000078ace16317'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675734155}","{'n': 'uplink', 'u': 'count', 'v': 10412}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '81ac58500807000100c57100005441e2ff00000600050004000b0089020200000001000000060005000400000079000400000001000000040005000400fcff6b02ffff00000100037c0d00007bace16360091b0001000082ace16359'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675734204}","{'n': 'uplink', 'u': 'count', 'v': 10417}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.5}","{'n': 'payload_raw', 'vs': '81b115500807000100c571000060091b00010000b3ace16337'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675734244}","{'n': 'uplink', 'u': 'count', 'v': 10421}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 6.5}","{'n': 'payload_raw', 'vs': '81b558500807000100c57100005441e2ff000006000500040005007c020000000001000000060005000400f9ff2e00ffff0000010000000800050004000400cd02f9ff00000200037f0d0000d5ace16360091b00010000daace16316'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
