0,1,2,3,4,5,6,7
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730204}","{'n': 'uplink', 'u': 'count', 'v': 10013}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.5}","{'n': 'payload_raw', 'vs': '811d155008070001008072000060091b00010000139de16386'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730223}","{'n': 'uplink', 'u': 'count', 'v': 10015}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -63}","{'n': 'snr', 'u': 'dB', 'v': 10.5}","{'n': 'payload_raw', 'vs': '811f58500807000100807200005441e2ff00000500050004000900bd02ffff000001000000100005000400fbffe10007000000050000000c0005000400faff8b02f7ff0000040003f90c0000219de16360091b00010000269de16333'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730291}","{'n': 'uplink', 'u': 'count', 'v': 10022}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '8126155008070001008072000060091b00010000699de16328'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730311}","{'n': 'uplink', 'u': 'count', 'v': 10024}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 11}","{'n': 'payload_raw', 'vs': '812858500807000100807200005441e2ff000005000500040021000103ffff0000010000000c0005000400feffb20008000000030000000b0005000400f9ff3d02faff0000030003fc0c00007b9de16360091b000100007d9de16317'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730320}","{'n': 'uplink', 'u': 'count', 'v': 10025}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.5}","{'n': 'payload_raw', 'vs': '8129155008070001008072000060091b00010000879de16388'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730351}","{'n': 'uplink', 'u': 'count', 'v': 10028}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -63}","{'n': 'snr', 'u': 'dB', 'v': 7.2}","{'n': 'payload_raw', 'vs': '812c155008070001008072000060091b00010000a69de16350'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730362}","{'n': 'uplink', 'u': 'count', 'v': 10029}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '812d155008070001008072000060091b00010000b19de16355'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730378}","{'n': 'uplink', 'u': 'count', 'v': 10031}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '812f155008070001008072000060091b00010000c69de16305'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730488}","{'n': 'uplink', 'u': 'count', 'v': 10042}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '813a58500807000100807200005441e2ff00000600050004000a00ab02f6ff0000010000000b000500040004009a0000000000030000000b0005000400faff8b02fbff0000030003020d00002f9ee16360091b00010000339ee16390'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730541}","{'n': 'uplink', 'u': 'count', 'v': 10047}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '813f155008070001004272000060091b00010000649ee16384'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730582}","{'n': 'uplink', 'u': 'count', 'v': 10051}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '814358500807000100807200005441e2ff00000600050004000800a3020500000001000000060005000400fdffbf000400000001000000060005000400f1ffb802f1ff0000010003050d0000899ee16360091b000100008c9ee16379'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730591}","{'n': 'uplink', 'u': 'count', 'v': 10052}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '8144155008070001008072000060091b00010000969ee16344'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730601}","{'n': 'uplink', 'u': 'count', 'v': 10053}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '8145155008070001008072000060091b00010000a09ee16399'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730610}","{'n': 'uplink', 'u': 'count', 'v': 10054}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '814658500807000100807200005441e2ff000007000500040026001303fcff000002000000090005000400fbff890005000000020000000c000500040000005e02fcff0000030003060d0000a79ee16360091b00010000a99ee163ee'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730659}","{'n': 'uplink', 'u': 'count', 'v': 10059}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '814b155008070001008072000060091b00010000da9ee16337'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730659}","{'n': 'uplink', 'u': 'count', 'v': 10059}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '814b155008070001008072000060091b00010000da9ee16337'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730659}","{'n': 'uplink', 'u': 'count', 'v': 10059}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '814b155008070001008072000060091b00010000da9ee16337'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730740}","{'n': 'uplink', 'u': 'count', 'v': 10067}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '8153155008070001004272000060091b000100002b9fe163a6'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730834}","{'n': 'uplink', 'u': 'count', 'v': 10077}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8}","{'n': 'payload_raw', 'vs': '815d155008070001004272000060091b000100008e9fe16317'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675730870}","{'n': 'uplink', 'u': 'count', 'v': 10080}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '8160155008070001004272000060091b00010000ad9fe163e3'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731002}","{'n': 'uplink', 'u': 'count', 'v': 10094}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '816e58500807000100427200005441e2ff00000e0005000400060053020600000005000000080004000300f4ff640003000000020000000b0005000400f7ff730200000000040003130d00002da0e16360091b0001000036a0e163d5'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731022}","{'n': 'uplink', 'u': 'count', 'v': 10096}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '8170155008070001004272000060091b000100004aa0e16343'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731036}","{'n': 'uplink', 'u': 'count', 'v': 10097}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '817158500807000100427200005441e2ff000012000500040010007f0205000000060000000900050004000c00cc000400000003000000090005000400f9ff2502fbff0000030003140d00004ba0e16360091b0001000053a0e16335'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731040}","{'n': 'uplink', 'u': 'count', 'v': 10098}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '8172155008070001004272000060091b000100005ca0e16350'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731060}","{'n': 'uplink', 'u': 'count', 'v': 10100}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '817458500807000100427200005441e2ff00001100050004000e008d0204000000060000000500050004000b004a00fbff000001000000060005000400feff8702f5ff0000010003150d000069a0e16360091b0001000070a0e16316'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731075}","{'n': 'uplink', 'u': 'count', 'v': 10101}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '8175155008070001004272000060091b000100007aa0e163ea'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731143}","{'n': 'uplink', 'u': 'count', 'v': 10108}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '817c155008070001004272000060091b00010000bea0e16318'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731173}","{'n': 'uplink', 'u': 'count', 'v': 10111}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 7.8}","{'n': 'payload_raw', 'vs': '817f155008070001004272000060091b00010000dba0e16303'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731199}","{'n': 'uplink', 'u': 'count', 'v': 10114}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '8182155008070001004272000060091b00010000fba0e163cd'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731249}","{'n': 'uplink', 'u': 'count', 'v': 10119}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '8187155008070001004272000060091b000100002da1e1631f'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731263}","{'n': 'uplink', 'u': 'count', 'v': 10120}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '8188155008070001004272000060091b0001000036a1e163f2'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731343}","{'n': 'uplink', 'u': 'count', 'v': 10128}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '8190155008070001004272000060091b0001000086a1e1636a'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731347}","{'n': 'uplink', 'u': 'count', 'v': 10129}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 7.2}","{'n': 'payload_raw', 'vs': '8191155008070001004272000060091b000100008fa1e163cc'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731390}","{'n': 'uplink', 'u': 'count', 'v': 10133}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '819558500807000100037200005441e2ff00000b0005000400fdff8a0205000000030000000500050004000100000006000000010000000500050004000600e902feff0000010003200d0000b3a1e16360091b00010000b5a1e16396'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731405}","{'n': 'uplink', 'u': 'count', 'v': 10135}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '8197155008070001004272000060091b00010000c9a1e16323'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731421}","{'n': 'uplink', 'u': 'count', 'v': 10136}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '819858500807000100427200005441e2ff00000800050004000000510202000000020000000500050004000f000a0107000000010000000700050004000a00860200000000020003210d0000d1a1e16360091b00010000d3a1e163e8'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731561}","{'n': 'uplink', 'u': 'count', 'v': 10150}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '81a6155008070001004272000060091b0001000060a2e163c7'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731581}","{'n': 'uplink', 'u': 'count', 'v': 10152}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '81a8155008070001000372000060091b0001000074a2e163ce'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731630}","{'n': 'uplink', 'u': 'count', 'v': 10157}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '81ad58500807000100037200005441e2ff00000b00050004000700a202feff000004000000070004000300f8ff7d0009000000020000000600050004000700d702fbff0000010003280d0000a3a2e16360091b00010000a4a2e16345'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731635}","{'n': 'uplink', 'u': 'count', 'v': 10158}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '81ae155008070001000372000060091b00010000afa2e16389'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731704}","{'n': 'uplink', 'u': 'count', 'v': 10165}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '81b5155008070001000372000060091b00010000f4a2e163ff'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731715}","{'n': 'uplink', 'u': 'count', 'v': 10166}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 7.2}","{'n': 'payload_raw', 'vs': '81b658500807000100037200005441e2ff000006000500040008006c030600000001000000060005000400f7ffbf000400000002000000060005000400feffc602faff00000100032b0d0000fda2e16360091b00010000fea2e163d7'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731770}","{'n': 'uplink', 'u': 'count', 'v': 10171}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -63}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '81bb155008070001000372000060091b0001000031a3e16370'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731800}","{'n': 'uplink', 'u': 'count', 'v': 10174}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 11}","{'n': 'payload_raw', 'vs': '81be155008070001000372000060091b000100004fa3e16386'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731856}","{'n': 'uplink', 'u': 'count', 'v': 10180}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '81c4155008070001000372000060091b000100008ca3e16316'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731872}","{'n': 'uplink', 'u': 'count', 'v': 10181}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '81c558500807000100037200005441e2ff00000500050004000500a3020000000001000000060005000400fcff00000b000000020000000500050004000a00bc02fdff0000010003300d000093a3e16360091b0001000096a3e163f4'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731877}","{'n': 'uplink', 'u': 'count', 'v': 10182}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '81c6155008070001000372000060091b00010000a1a3e16326'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675731886}","{'n': 'uplink', 'u': 'count', 'v': 10183}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '81c7155008070001000372000060091b00010000aaa3e163ac'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732031}","{'n': 'uplink', 'u': 'count', 'v': 10197}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '81d5155008070001000372000060091b0001000036a4e16304'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732046}","{'n': 'uplink', 'u': 'count', 'v': 10199}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '81d758500807000100037200005441e2ff00000600050004000400500206000000010000000600050004000a002e0000000000010000000600050004000b00b702fcff0000020003360d000047a4e16360091b0001000049a4e16346'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732130}","{'n': 'uplink', 'u': 'count', 'v': 10207}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '81df155008070001000372000060091b0001000099a4e16329'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732169}","{'n': 'uplink', 'u': 'count', 'v': 10211}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '81e358500807000100037200005441e2ff00000500050004000000d80206000000010000000600050004000200aa0004000000010000000500050004000a005c02020000000100033a0d0000bfa4e16360091b00010000c0a4e16328'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732169}","{'n': 'uplink', 'u': 'count', 'v': 10211}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '81e358500807000100037200005441e2ff00000500050004000000d80206000000010000000600050004000200aa0004000000010000000500050004000a005c02020000000100033a0d0000bfa4e16360091b00010000c0a4e16328'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675732200}","{'n': 'uplink', 'u': 'count', 'v': 10214}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 7}","{'n': 'payload_raw', 'vs': '81e658500807000100037200005441e2ff0000060005000400fcff6e020200000001000000060005000400feff0001020000000200000007000500040011006302fdff00000200033b0d0000dda4e16360091b00010000dea4e163d7'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
